visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,class,IR_norm_range,visible_norm_range,log_entropy,log_visible_contrast,entropy_x_contrast,sqrt_visible_entropy,sqrt_IR_mean
-0.6094199027591124,140.0,43.5,0.0833,862.8417,0.0254,3.889,0.7501324996187267,240.0,213.3555,0,0.16346319018404903,32.166666666666664,0.025082780464986073,6.761389534425185,21.916179179999997,0.15937377450509227,0.8661018990965941
-0.6094199027591124,135.0,41.9063,0.079,690.3291,0.0259,3.834,0.7831643785594338,239.0,213.7188,0,0.15138443113772462,31.031233333333333,0.0255702762090054,6.53861597666978,17.87952369,0.1609347693943108,0.8849657499358005
-0.6535346205578362,126.0,21.0586,0.0406,308.3583,0.0684,3.1702,0.840970166705671,240.0,227.5859,0,0.07134540229885052,52.4707,0.06616220234726665,5.734500152068336,21.09170772,0.2615339366124404,0.9170442555873032
-0.5653051849603886,197.0,77.4805,0.089,874.4709,0.0243,3.9442,0.6840687417373127,239.0,197.2773,0,0.26917870967741936,29.879875,0.024009452557979514,6.774761913023992,21.24964287,0.15588457268119896,0.8270844828294825
-0.43296103156421745,193.0,88.8398,0.0884,810.1126,0.0223,3.9318,0.642778893061429,236.0,186.0195,0,0.33320333333333335,14.880028571428571,0.022054990878649972,6.69840688541514,18.065510980000003,0.1493318452306808,0.8017349269312327
-0.521190467161665,190.0,57.1836,0.0568,388.4958,0.0398,3.5269,0.5189093470337777,236.0,195.3125,0,0.3013888888888889,26.56328,0.03902838706365069,5.964853082197723,15.46213284,0.19949937343260005,0.7203536263765025
-0.521190467161665,144.0,42.0391,0.0418,250.875,0.0543,3.2405,0.18033258789153075,225.0,179.1484,0,0.48778297872340415,20.392180000000003,0.052877039695616586,5.528932932701345,13.622512500000001,0.23302360395462088,0.4246558464115745
-0.6094199027591124,130.0,18.2188,0.0297,180.3792,0.1084,2.8236,0.6840687417373127,235.0,216.5117,0,0.11927935483870974,37.2604,0.10291753409690643,5.200589867380629,19.55310528,0.3292415526630866,0.8270844828294825
-0.6094199027591124,136.0,44.7813,0.0592,433.3792,0.0394,3.5576,0.6592948325317824,238.0,205.6914,0,0.2125565789473685,30.406233333333333,0.03864362368841378,6.0739178853372895,17.075140479999998,0.19849433241279207,0.8119697239009485
-0.6094199027591124,124.0,28.5781,0.0359,234.35,0.1251,2.8862,0.7171006206780197,240.0,220.0352,0,0.12556477987421383,31.807299999999998,0.11787192068377014,5.4610737678475765,29.317184999999995,0.3536947836765479,0.8468179383303236
-0.6094199027591124,187.0,86.0547,0.0756,624.3583,0.0265,3.7939,0.642778893061429,239.0,189.0586,0,0.3329426666666666,33.64843333333334,0.02615495757426962,6.438324765474358,16.54549495,0.16278820596099705,0.8017349269312327
-0.5653051849603886,191.0,81.0234,0.0869,787.4542,0.0257,3.8711,0.642778893061429,237.0,190.6914,0,0.3087240000000001,27.49415,0.025375306428722638,6.670074319744758,20.23757294,0.16031219541881397,0.8017349269312327
-0.6094199027591124,169.0,57.9648,0.0844,802.8417,0.0263,3.8562,0.6675528022669592,237.0,203.0938,0,0.22160915032679745,37.01173333333333,0.025960101766969033,6.689402359246339,21.11473671,0.16217274740226856,0.8170390457419763
-0.521190467161665,187.0,78.8047,0.0923,883.4042,0.0224,3.9528,0.6510368627966058,236.0,193.2969,0,0.2828019867549669,21.63906,0.022152804738942385,6.784914197954489,19.788254079999998,0.14966629547095767,0.8068685536049882
-0.47707574936294117,181.0,73.2891,0.0972,1046.5958,0.0217,4.0206,0.6592948325317824,234.0,194.8008,0,0.25788947368421045,17.951816666666666,0.021467906713117015,6.954253103461813,22.711128860000002,0.14730919862656236,0.8119697239009485
-0.5653051849603886,148.0,32.0625,0.0608,546.9709,0.0388,3.5703,0.6840687417373127,237.0,218.5234,0,0.11920387096774188,28.984375,0.03806620090272125,6.306222183348446,21.222470920000003,0.19697715603592209,0.8270844828294825
-0.5653051849603886,121.0,33.7031,0.0579,414.2751,0.0358,3.5909,0.8492281364408478,236.0,218.7148,0,0.09877257142857145,21.824225,0.03517407510419777,6.028941192181638,14.83104858,0.189208879284245,0.9215357488675346
-0.43296103156421745,155.0,59.2305,0.0837,745.0083,0.025,3.8622,0.7418745298835501,234.0,203.8516,0,0.18610123456790129,13.681357142857141,0.02469261268793248,6.614736726147363,18.6252075,0.15811388300841897,0.8613213859434526
-0.521190467161665,116.0,36.0195,0.0703,568.975,0.0315,3.6985,0.8161962575001408,234.0,216.6875,0,0.10124269005847954,15.996100000000002,0.03101405362611566,6.345592500217786,17.9227125,0.17748239349298847,0.9034358070721686
-0.5653051849603886,78.0,12.1563,0.0215,107.8208,0.1449,2.5383,0.9978715916740294,235.0,229.9531,0,0.026149740932642454,16.460925,0.1353172970349735,4.689702492621457,15.62323392,0.38065732621348564,0.9989352289683398
-0.5653051849603886,128.0,22.0547,0.0403,298.7,0.0823,3.1272,0.8244542272353176,236.0,224.1055,0,0.06915406976744182,26.486325,0.07908840641135949,5.702781974322951,24.583009999999998,0.286879765755621,0.9079946185057033
-0.5653051849603886,127.0,26.6719,0.0559,403.9792,0.0361,3.5378,0.7831643785594338,234.0,220.6367,0,0.08001976047904197,25.082025,0.03546366437208482,6.003835707763226,14.58364912,0.19,0.8849657499358005
